1571964792,DEPOSIT,BTC,0.477118
1571964779,DEPOSIT,XRP,0.499383
1571964723,WITHDRAWAL,BTC,0.987034
1571964638,WITHDRAWAL,BTC,0.874843
1571964575,DEPOSIT,ETH,0.812558
1571964490,WITHDRAWAL,BTC,0.004961
1571964443,DEPOSIT,XRP,0.097368
1571964421,WITHDRAWAL,ETH,0.186947
1571964374,WITHDRAWAL,ETH,0.650059
1571964323,WITHDRAWAL,ETH,0.227028
1571964260,DEPOSIT,XRP,0.464974
1571964256,WITHDRAWAL,ETH,0.304374
1571964240,DEPOSIT,ETH,0.765674
1571964170,DEPOSIT,XRP,0.402188
1571964095,WITHDRAWAL,ETH,0.009697
1571964076,WITHDRAWAL,BTC,0.401726
1571964019,WITHDRAWAL,XRP,0.240768
1571963951,WITHDRAWAL,ETH,0.342250
1571963940,DEPOSIT,XRP,0.105994
1571963874,DEPOSIT,XRP,0.245242
1571963804,WITHDRAWAL,ETH,0.962430
1571963788,DEPOSIT,XRP,0.005210
1571963729,WITHDRAWAL,XRP,0.368835
1571963696,DEPOSIT,BTC,0.595896
1571963611,WITHDRAWAL,XRP,0.173078
1571963554,WITHDRAWAL,BTC,0.158923
1571963487,DEPOSIT,BTC,0.918003
1571963470,DEPOSIT,BTC,0.794169
1571963374,WITHDRAWAL,XRP,0.787157
1571963276,DEPOSIT,XRP,0.842281
1571963212,DEPOSIT,ETH,0.226513
1571963153,DEPOSIT,BTC,0.683598
1571963133,DEPOSIT,BTC,0.984541
1571963133,DEPOSIT,XRP,0.028055
1571963050,DEPOSIT,BTC,0.226891
1571962959,WITHDRAWAL,XRP,0.890174
1571962883,DEPOSIT,BTC,0.875022
1571962811,DEPOSIT,XRP,0.569361
1571962773,WITHDRAWAL,XRP,0.644261
1571962717,DEPOSIT,ETH,0.848705
1571962653,WITHDRAWAL,XRP,0.091630
1571962647,WITHDRAWAL,ETH,0.466294
1571962614,DEPOSIT,BTC,0.488433
1571962557,WITHDRAWAL,BTC,0.667648
1571962525,DEPOSIT,BTC,0.459287
1571962475,WITHDRAWAL,BTC,0.367034
1571962448,DEPOSIT,BTC,0.644462
1571962354,DEPOSIT,BTC,0.368687
1571962300,DEPOSIT,ETH,0.439298
1571962268,DEPOSIT,BTC,0.160028
1571962260,WITHDRAWAL,ETH,0.116838
1571962201,WITHDRAWAL,BTC,0.300603
1571962196,WITHDRAWAL,XRP,0.520672
1571962133,WITHDRAWAL,ETH,0.226442
1571962132,DEPOSIT,BTC,0.723286
1571962096,WITHDRAWAL,BTC,0.215204
1571961997,WITHDRAWAL,BTC,0.999347
1571961943,WITHDRAWAL,ETH,0.450927
1571961853,WITHDRAWAL,BTC,0.559812
1571961805,WITHDRAWAL,ETH,0.915196
1571961706,WITHDRAWAL,ETH,0.980358
1571961663,DEPOSIT,BTC,0.528773
1571961652,WITHDRAWAL,XRP,0.882968
1571961626,DEPOSIT,ETH,0.402500
1571961544,WITHDRAWAL,BTC,0.902429
1571961543,WITHDRAWAL,XRP,0.404586
1571961519,WITHDRAWAL,ETH,0.808027
1571961476,DEPOSIT,ETH,0.936093
1571961453,WITHDRAWAL,ETH,0.476381
1571961406,DEPOSIT,BTC,0.435003
1571961380,DEPOSIT,XRP,0.490516
1571961352,DEPOSIT,BTC,0.729912
1571961299,DEPOSIT,ETH,0.813151
1571961223,DEPOSIT,BTC,0.783873
1571961128,WITHDRAWAL,ETH,0.620823
1571961107,DEPOSIT,BTC,0.873505
1571961104,DEPOSIT,BTC,0.131635
1571961035,WITHDRAWAL,ETH,0.994364
1571960944,WITHDRAWAL,XRP,0.314995
1571960861,DEPOSIT,ETH,0.521464
1571960775,DEPOSIT,ETH,0.370962
1571960692,DEPOSIT,BTC,0.698245
1571960689,WITHDRAWAL,XRP,0.081113
1571960656,DEPOSIT,XRP,0.772721
1571960600,WITHDRAWAL,BTC,0.959540
1571960593,WITHDRAWAL,BTC,0.021037
1571960583,WITHDRAWAL,BTC,0.258409
1571960494,WITHDRAWAL,XRP,0.055682
1571960433,WITHDRAWAL,BTC,0.507611
1571960417,DEPOSIT,BTC,0.195860
1571960417,WITHDRAWAL,ETH,0.961621
1571960377,DEPOSIT,XRP,0.447851
1571960335,WITHDRAWAL,BTC,0.275658
1571960277,DEPOSIT,ETH,0.497178
1571960185,DEPOSIT,XRP,0.806973
1571960121,DEPOSIT,ETH,0.052234
1571960081,DEPOSIT,XRP,0.935798
1571959996,DEPOSIT,BTC,0.301072
1571959944,WITHDRAWAL,BTC,0.900465
1571959880,DEPOSIT,BTC,0.763405
1571959783,DEPOSIT,BTC,0.768876
1571959721,WITHDRAWAL,ETH,0.198234
1571959686,DEPOSIT,BTC,0.944896
1571959685,DEPOSIT,BTC,0.690398
1571959632,WITHDRAWAL,ETH,0.958403
1571959550,DEPOSIT,BTC,0.585393
1571959451,WITHDRAWAL,ETH,0.323960
1571959365,DEPOSIT,ETH,0.957136
1571959300,DEPOSIT,ETH,0.667254
1571959255,DEPOSIT,XRP,0.686319
1571959164,WITHDRAWAL,BTC,0.285294
1571959073,DEPOSIT,ETH,0.820971
1571959035,DEPOSIT,XRP,0.474099
1571959002,DEPOSIT,ETH,0.662791
1571958915,DEPOSIT,BTC,0.207566
1571958847,DEPOSIT,ETH,0.961605
1571958817,DEPOSIT,XRP,0.946733
1571958761,DEPOSIT,XRP,0.148141
1571958676,DEPOSIT,BTC,0.814478
1571958644,DEPOSIT,XRP,0.905062
1571958564,DEPOSIT,XRP,0.868441
1571958530,WITHDRAWAL,BTC,0.697631
1571958441,DEPOSIT,XRP,0.343305
1571958343,DEPOSIT,XRP,0.411096
1571958247,WITHDRAWAL,XRP,0.084057
1571958150,DEPOSIT,ETH,0.005510
1571958085,DEPOSIT,XRP,0.559799
1571958076,WITHDRAWAL,ETH,0.326629
1571958012,DEPOSIT,XRP,0.031598
1571957928,WITHDRAWAL,BTC,0.386050
1571957904,WITHDRAWAL,ETH,0.258196
1571957839,WITHDRAWAL,ETH,0.900707
1571957765,DEPOSIT,BTC,0.385376
1571957683,WITHDRAWAL,ETH,0.710487
1571957625,WITHDRAWAL,BTC,0.803046
1571957623,WITHDRAWAL,BTC,0.813089
1571957529,WITHDRAWAL,ETH,0.846909
1571957433,WITHDRAWAL,BTC,0.080572
1571957364,WITHDRAWAL,ETH,0.521519
1571957293,WITHDRAWAL,BTC,0.719311
1571957201,DEPOSIT,XRP,0.698991
1571957121,DEPOSIT,BTC,0.870171
1571957045,DEPOSIT,BTC,0.584881
1571957027,WITHDRAWAL,BTC,0.353822
1571956957,WITHDRAWAL,ETH,0.422066
1571956908,DEPOSIT,BTC,0.523330
1571956871,DEPOSIT,ETH,0.367267
1571956804,DEPOSIT,ETH,0.686614
1571956717,DEPOSIT,XRP,0.810129
1571956628,WITHDRAWAL,XRP,0.632437
1571956541,DEPOSIT,BTC,0.350614
1571956461,DEPOSIT,BTC,0.858163
1571956380,DEPOSIT,ETH,0.645154
1571956332,WITHDRAWAL,XRP,0.230195
1571956306,DEPOSIT,XRP,0.746063
1571956237,DEPOSIT,ETH,0.700500
1571956152,DEPOSIT,BTC,0.804386
1571956092,DEPOSIT,BTC,0.940083
1571955998,DEPOSIT,XRP,0.531057
1571955927,WITHDRAWAL,XRP,0.445283
1571955841,DEPOSIT,BTC,0.970061
1571955782,DEPOSIT,XRP,0.741384
1571955683,DEPOSIT,BTC,0.743456
1571955669,WITHDRAWAL,ETH,0.525168
1571955571,WITHDRAWAL,BTC,0.054882
1571955497,WITHDRAWAL,BTC,0.948568
1571955445,WITHDRAWAL,XRP,0.481468
1571955393,WITHDRAWAL,ETH,0.470246
1571955335,DEPOSIT,ETH,0.930199
1571955289,DEPOSIT,ETH,0.027794
1571955192,DEPOSIT,BTC,0.557247
1571955178,DEPOSIT,ETH,0.384026
1571955153,DEPOSIT,ETH,0.605966
1571955149,DEPOSIT,BTC,0.642720
1571955080,DEPOSIT,XRP,0.044143
1571955027,DEPOSIT,ETH,0.975800
1571954999,WITHDRAWAL,ETH,0.744603
1571954974,DEPOSIT,BTC,0.918713
1571954921,DEPOSIT,BTC,0.553253
1571954893,DEPOSIT,BTC,0.786975
1571954867,DEPOSIT,XRP,0.417464
1571954860,DEPOSIT,ETH,0.841305
1571954844,DEPOSIT,XRP,0.527658
1571954760,DEPOSIT,ETH,0.550277
1571954682,DEPOSIT,XRP,0.938988
1571954588,WITHDRAWAL,BTC,0.599759
1571954580,DEPOSIT,BTC,0.940446
1571954512,DEPOSIT,ETH,0.187759
1571954512,DEPOSIT,BTC,0.302949
1571954477,DEPOSIT,BTC,0.789718
1571954418,DEPOSIT,ETH,0.464318
1571954372,DEPOSIT,XRP,0.422500
1571954345,WITHDRAWAL,XRP,0.943088
1571954314,DEPOSIT,BTC,0.487146
1571954265,DEPOSIT,XRP,0.520286
1571954204,WITHDRAWAL,XRP,0.382456
1571954134,WITHDRAWAL,ETH,0.386462
1571954082,WITHDRAWAL,ETH,0.806232
1571954081,WITHDRAWAL,BTC,0.527723
1571954014,DEPOSIT,BTC,0.610872
1571953955,DEPOSIT,BTC,0.968138
1571953891,DEPOSIT,XRP,0.328582
1571953890,DEPOSIT,BTC,0.734029
1571953887,DEPOSIT,XRP,0.266452
1571953811,DEPOSIT,XRP,0.850645
1571953750,WITHDRAWAL,XRP,0.003562
1571953730,DEPOSIT,ETH,0.443315
1571953683,WITHDRAWAL,BTC,0.479544
1571953591,WITHDRAWAL,XRP,0.521770
1571953584,WITHDRAWAL,ETH,0.837758
1571953521,WITHDRAWAL,BTC,0.221286
1571953432,WITHDRAWAL,BTC,0.534780
1571953351,DEPOSIT,ETH,0.876073
1571953253,DEPOSIT,BTC,0.526158
1571953175,WITHDRAWAL,BTC,0.703379
1571953108,DEPOSIT,ETH,0.618873
1571953046,DEPOSIT,ETH,0.757628
1571953019,WITHDRAWAL,BTC,0.601385
1571952921,DEPOSIT,BTC,0.266652
1571952869,DEPOSIT,BTC,0.073445
1571952866,DEPOSIT,BTC,0.946733
1571952846,WITHDRAWAL,ETH,0.571792
1571952781,WITHDRAWAL,ETH,0.551058
1571952747,WITHDRAWAL,XRP,0.205362
1571952736,WITHDRAWAL,BTC,0.208371
1571952640,DEPOSIT,BTC,0.580894
1571952545,DEPOSIT,BTC,0.966290
1571952514,DEPOSIT,BTC,0.707158
1571952470,DEPOSIT,ETH,0.338049
1571952412,WITHDRAWAL,BTC,0.422886
1571952320,WITHDRAWAL,ETH,0.662448
1571952256,DEPOSIT,ETH,0.548277
1571952221,DEPOSIT,XRP,0.422442
1571952194,DEPOSIT,BTC,0.109214
1571952174,WITHDRAWAL,BTC,0.956606
1571952140,WITHDRAWAL,BTC,0.326802
1571952062,WITHDRAWAL,ETH,0.907211
1571952026,DEPOSIT,BTC,0.170187
1571951992,DEPOSIT,BTC,0.656869
1571951913,DEPOSIT,ETH,0.479676
1571951886,DEPOSIT,ETH,0.852830
1571951866,DEPOSIT,ETH,0.420871
1571951865,WITHDRAWAL,XRP,0.649956
1571951806,DEPOSIT,XRP,0.739507
1571951726,WITHDRAWAL,XRP,0.756338
1571951700,DEPOSIT,ETH,0.553937
1571951697,DEPOSIT,XRP,0.402829
1571951637,DEPOSIT,BTC,0.464115
1571951556,WITHDRAWAL,XRP,0.930772
1571951487,DEPOSIT,BTC,0.893489
1571951476,DEPOSIT,BTC,0.530007
1571951392,DEPOSIT,ETH,0.300582
1571951350,DEPOSIT,ETH,0.735483
1571951338,WITHDRAWAL,XRP,0.933893
1571951302,DEPOSIT,ETH,0.911282
1571951243,WITHDRAWAL,XRP,0.691659
1571951239,DEPOSIT,XRP,0.260769
1571951179,WITHDRAWAL,XRP,0.368939
1571951148,WITHDRAWAL,XRP,0.987708
1571951136,DEPOSIT,XRP,0.129145
1571951098,WITHDRAWAL,XRP,0.110464
1571951006,DEPOSIT,BTC,0.637719
1571950967,WITHDRAWAL,ETH,0.809961
1571950940,WITHDRAWAL,ETH,0.856380
1571950923,WITHDRAWAL,BTC,0.100199
1571950922,DEPOSIT,XRP,0.544564
1571950824,DEPOSIT,BTC,0.269310
1571950758,DEPOSIT,XRP,0.804252
1571950707,DEPOSIT,XRP,0.962616
1571950618,WITHDRAWAL,BTC,0.623104
1571950522,WITHDRAWAL,ETH,0.588029
1571950471,WITHDRAWAL,ETH,0.202984
1571950380,DEPOSIT,BTC,0.991924
1571950281,DEPOSIT,XRP,0.314031
1571950206,DEPOSIT,ETH,0.141834
1571950182,WITHDRAWAL,BTC,0.595160
1571950147,DEPOSIT,BTC,0.409779
1571950129,WITHDRAWAL,ETH,0.932043
1571950054,DEPOSIT,ETH,0.509608
1571950054,DEPOSIT,XRP,0.595914
1571950016,DEPOSIT,BTC,0.837971
1571949983,DEPOSIT,XRP,0.437692
1571949901,DEPOSIT,BTC,0.846713
1571949868,DEPOSIT,XRP,0.874430
1571949843,DEPOSIT,XRP,0.970981
1571949789,WITHDRAWAL,ETH,0.906392
1571949690,DEPOSIT,XRP,0.452197
1571949633,DEPOSIT,BTC,0.501161
1571949568,WITHDRAWAL,BTC,0.339567
1571949505,DEPOSIT,BTC,0.230416
1571949476,WITHDRAWAL,ETH,0.731373
1571949390,WITHDRAWAL,XRP,0.350254
1571949379,WITHDRAWAL,ETH,0.588143
1571949290,WITHDRAWAL,XRP,0.258053
1571949201,WITHDRAWAL,BTC,0.097787
1571949189,DEPOSIT,ETH,0.657592
1571949169,DEPOSIT,XRP,0.696482
1571949076,DEPOSIT,BTC,0.350320
1571949048,DEPOSIT,BTC,0.967764
1571948970,WITHDRAWAL,ETH,0.563666
1571948928,DEPOSIT,ETH,0.905783
1571948835,DEPOSIT,ETH,0.737077
1571948768,WITHDRAWAL,XRP,0.076369
1571948714,WITHDRAWAL,XRP,0.915665
1571948635,DEPOSIT,BTC,0.310845
1571948592,WITHDRAWAL,ETH,0.116931
1571948548,WITHDRAWAL,XRP,0.819122
1571948507,DEPOSIT,BTC,0.156436
1571948423,DEPOSIT,ETH,0.555442
1571948395,DEPOSIT,XRP,0.969518
1571948321,WITHDRAWAL,ETH,0.272726
1571948263,WITHDRAWAL,XRP,0.655189
1571948255,DEPOSIT,BTC,0.328976
1571948199,DEPOSIT,ETH,0.869356
1571948109,DEPOSIT,ETH,0.891939
1571948019,WITHDRAWAL,ETH,0.817660
1571947927,DEPOSIT,XRP,0.178757
1571947908,WITHDRAWAL,BTC,0.673842
1571947899,DEPOSIT,ETH,0.393443
1571947865,WITHDRAWAL,XRP,0.721582
1571947801,DEPOSIT,BTC,0.849587
1571947770,WITHDRAWAL,BTC,0.762322
1571947748,DEPOSIT,BTC,0.562671
1571947666,DEPOSIT,BTC,0.480712
1571947643,DEPOSIT,BTC,0.388412
1571947597,DEPOSIT,BTC,0.172714
1571947512,WITHDRAWAL,BTC,0.099335
1571947462,DEPOSIT,XRP,0.177923
1571947375,DEPOSIT,ETH,0.219208
1571947298,DEPOSIT,BTC,0.933151
1571947284,DEPOSIT,BTC,0.074470
1571947269,WITHDRAWAL,ETH,0.286859
1571947246,DEPOSIT,XRP,0.874006
1571947190,DEPOSIT,ETH,0.694987
1571947102,DEPOSIT,XRP,0.398966
1571947032,DEPOSIT,BTC,0.194359
1571947025,DEPOSIT,BTC,0.921566
1571947020,DEPOSIT,BTC,0.086351
1571946970,DEPOSIT,ETH,0.234698
1571946961,DEPOSIT,ETH,0.545344
1571946950,DEPOSIT,BTC,0.707018
1571946930,WITHDRAWAL,XRP,0.699021
1571946847,DEPOSIT,XRP,0.312276
1571946785,DEPOSIT,XRP,0.542642
1571946707,DEPOSIT,XRP,0.929700
1571946625,WITHDRAWAL,XRP,0.045575
1571946602,DEPOSIT,ETH,0.953871
1571946514,DEPOSIT,ETH,0.665517
1571946452,DEPOSIT,BTC,0.738457
1571946358,WITHDRAWAL,BTC,0.417318
1571946277,DEPOSIT,ETH,0.322201
1571946250,DEPOSIT,ETH,0.362294
1571946235,WITHDRAWAL,ETH,0.107703
1571946146,WITHDRAWAL,BTC,0.053324
1571946072,DEPOSIT,XRP,0.370986
1571946050,DEPOSIT,XRP,0.866087
